hotel_name,review_id,value_star,location_star,cleanliness_star,service_star,rooms_star,sleep_quality,star_rating
W Boston,review_242237627,,,,,,,5
Hilton Boston Logan Airport,review_318729012,1,5,,1,,,5
Hotel Commonwealth,review_171586721,5,5,5,5,5,4,5
Hyatt Regency Boston,review_229200611,,,,,,,4
BEST WESTERN PLUS Roundhouse Suites,review_320824961,3,3,5,3,5,3,3
InterContinental Boston,review_416499326,4,5,5,5,5,5,5
Kimpton Nine Zero Hotel,review_170053070,5,5,5,5,5,5,5
The Westin Boston Waterfront,review_119945678,3,3,4,4,3,3,3
Copley Square Hotel,review_291799794,3,5,,3,,,3
Boston Harbor Hotel,review_117593405,5,,5,5,,5,5
Boston Marriott Long Wharf,review_208950238,,,,,,,4
The Westin Boston Waterfront,review_305850512,,,4,4,4,,4
Newbury Guest House,review_160049999,5,5,5,5,5,5,5
Seaport Boston Hotel,review_380135059,5,5,5,5,5,5,5
Seaport Boston Hotel,review_167989614,4,5,4,4,4,4,4
Boston Hotel Buckminster,review_415861489,,,,,,,4
enVision Hotel Boston - Longwood,review_157353845,5,4,5,5,4,3,5
The Verb Hotel,review_260379018,,,,,,,5
Hotel Commonwealth,review_179966964,5,5,5,5,5,5,5
InterContinental Boston,review_175748185,4,4,4,5,5,5,5
"Mandarin Oriental, Boston",review_203792851,5,5,5,5,5,5,5
Omni Parker House,review_249040703,5,5,,5,,,5
Boston Marriott Copley Place,review_178875279,4,5,5,5,4,5,4
"The Westin Copley Place, Boston",review_424097962,,,,,,,2
Omni Parker House,review_427085650,,,3,4,1,,3
Boston Park Plaza,review_415468321,,,5,5,,5,5
Hilton Boston Back Bay,review_167169347,4,5,5,5,5,5,5
The Midtown Hotel,review_257076959,5,5,4,5,4,4,4
Boston Marriott Copley Place,review_137586563,5,4,5,5,4,,4
"The Westin Copley Place, Boston",review_218558201,3,,4,4,,,4
Boston Harbor Hotel,review_175561900,5,5,5,5,5,3,5
Hilton Boston Back Bay,review_350065065,,,,,,,5
Taj Boston,review_309067816,,5,,4,,5,4
"The Westin Copley Place, Boston",review_115426358,5,,5,5,,4,5
Hyatt Regency Boston,review_149884941,4,4,4,4,4,4,4
Newbury Guest House,review_116567823,5,,5,5,,4,5
The Inn at Longwood Medical,review_199035405,2,4,2,3,2,,3
Hotel Commonwealth,review_238362075,,,,5,5,5,5
"Fairmont Copley Plaza, Boston",review_213530068,5,5,5,5,5,5,5
Hyatt Regency Boston,review_246004362,1,3,3,1,1,1,1
Constitution Inn,review_228909501,,,,,,,2
Copley Square Hotel,review_148005058,5,5,5,5,5,5,5
The Inn at Longwood Medical,review_159659870,5,5,5,5,,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_210238161,3,2,4,4,3,3,3
"Marriott Vacation Club Pulse at Custom House, Boston",review_207880943,5,5,5,5,5,5,5
W Boston,review_131968337,5,5,5,5,5,5,5
The Godfrey Hotel Boston,review_375427445,4,5,5,5,5,5,4
"The Westin Copley Place, Boston",review_264750602,,,4,4,,4,4
Omni Parker House,review_130938350,4,4,5,5,4,5,4
Taj Boston,review_189615748,5,5,5,5,5,5,5
The Westin Boston Waterfront,review_417286020,3,,,5,5,,5
"Fairmont Copley Plaza, Boston",review_205817750,5,5,5,5,5,5,5
Omni Parker House,review_3675021,4,,5,5,5,,5
The Inn at Longwood Medical,review_279604622,4,5,,5,,,5
The Inn at Longwood Medical,review_222704746,,,,,,,3
Newbury Guest House,review_133500726,,,,,,,4
Hampton Inn & Suites Boston Crosstown Center,review_185155358,5,4,5,5,5,5,5
Hyatt Regency Boston Harbor,review_166770896,5,4,5,5,5,5,5
"Ames Boston Hotel, Curio Collection by Hilton",review_227386017,,,,,,,3
Sheraton Boston Hotel,review_379409501,3,5,,3,,,4
Taj Boston,review_384857716,3,5,5,5,5,4,5
"Battery Wharf Hotel, Boston Waterfront",review_81334761,5,4,5,5,5,5,5
InterContinental Boston,review_207194907,3,4,5,5,3,5,4
The Verb Hotel,review_375814344,,,,,,,4
The Westin Boston Waterfront,review_119692299,5,3,4,4,4,5,4
Revere Hotel Boston Common,review_267641264,5,,,5,5,,5
The Westin Boston Waterfront,review_6438835,,,,,,,5
"Ames Boston Hotel, Curio Collection by Hilton",review_82620148,4,5,5,5,5,4,5
Charlesmark Hotel,review_3812484,,,,,,,5
InterContinental Boston,review_176075402,4,5,5,5,5,4,5
Seaport Boston Hotel,review_240923514,5,5,5,5,5,5,5
The Bostonian Boston,review_10351155,4,5,4,4,3,,4
Milner Hotel,review_390200617,,,3,5,,3,3
Hyatt Regency Boston,review_166106067,3,5,5,5,3,3,3
enVision Hotel Boston - Longwood,review_208200650,5,5,5,5,5,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_179976928,5,5,5,5,5,,5
InterContinental Boston,review_268736361,4,,,5,5,,5
Courtyard Boston Copley Square,review_207133141,5,5,5,5,5,5,5
Omni Parker House,review_7656750,,,,,,,4
Hilton Boston Logan Airport,review_91851710,,,1,1,,,1
"The Westin Copley Place, Boston",review_229129492,,5,4,3,,,4
Club Quarters Hotel in Boston,review_141797459,5,5,5,5,4,4,5
Lenox Hotel,review_190941372,4,4,4,4,4,3,4
Boston Marriott Long Wharf,review_380774768,,,,,,,5
Lenox Hotel,review_131907059,5,5,5,5,5,5,5
Revere Hotel Boston Common,review_168761598,5,5,5,5,5,5,5
The Westin Boston Waterfront,review_141041269,,,5,,,,5
Hilton Boston Downtown / Faneuil Hall,review_157949435,5,5,4,5,4,5,4
"The Westin Copley Place, Boston",review_379462361,,,5,5,5,,5
Hilton Boston Back Bay,review_243804076,3,5,5,5,4,4,4
"The Langham, Boston",review_48643743,2,4,5,3,4,,3
Revere Hotel Boston Common,review_427676233,5,5,5,5,5,5,4
"Battery Wharf Hotel, Boston Waterfront",review_191376952,5,5,5,5,5,5,5
Kimpton Nine Zero Hotel,review_248467627,5,5,5,5,5,,5
Eliot Hotel,review_394930565,5,,,5,5,,5
The Westin Boston Waterfront,review_375521729,,,,,,,4
Omni Parker House,review_82684613,,,,,,,5
Holiday Inn Express Hotel & Suites Boston Garden,review_283708905,5,,5,5,,,5
Club Quarters Hotel in Boston,review_284518624,,,,,,,5
Lenox Hotel,review_54060634,5,5,5,5,5,,5
Sheraton Boston Hotel,review_365897609,,,4,2,,3,3
Hotel 140,review_398804251,4,4,5,5,5,5,5
Boston Park Plaza,review_384020114,4,5,5,5,5,2,4
Milner Hotel,review_202582934,3,4,3,3,3,3,2
Hotel Commonwealth,review_134655516,5,5,5,5,5,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_10059147,3,2,3,3,3,,3
"Fairmont Copley Plaza, Boston",review_378067825,3,,,4,2,,4
The Godfrey Hotel Boston,review_366325126,4,5,5,5,4,5,5
Loews Boston Hotel,review_360620749,4,5,5,5,5,5,5
Holiday Inn Express Boston,review_83344101,3,4,4,4,3,4,4
"The Langham, Boston",review_5414567,3,,4,4,4,,5
Hyatt Regency Boston Harbor,review_296882755,,,,,,,2
Hotel Commonwealth,review_392169784,4,5,,5,,,5
The Westin Boston Waterfront,review_316854573,,,5,5,,5,5
Four Seasons Hotel Boston,review_306444655,,,,,,,5
The Inn at Longwood Medical,review_130552679,5,5,5,5,5,5,5
Hilton Boston Logan Airport,review_153969534,4,4,5,4,4,5,4
"Fairmont Copley Plaza, Boston",review_201007133,2,5,2,3,2,4,3
The Midtown Hotel,review_424756732,3,5,4,4,3,3,3
Club Quarters Hotel in Boston,review_136496044,4,5,5,4,4,4,4
Omni Parker House,review_220230986,,4,,2,4,,2
Boston Park Plaza,review_378593814,,,4,4,,4,4
Hilton Boston Logan Airport,review_291909037,,,,3,3,3,3
Boston Hotel Buckminster,review_419949073,4,,,5,,5,5
Seaport Boston Hotel,review_381062980,,,,,,,5
The Midtown Hotel,review_148524306,5,5,5,5,5,5,5
The Boxer Boston,review_186243020,,4,5,5,4,4,4
"The Westin Copley Place, Boston",review_39516556,5,5,5,5,5,,5
The Inn at Longwood Medical,review_314832822,4,,4,4,,,4
Seaport Boston Hotel,review_214430261,3,5,5,4,3,3,4
The Bostonian Boston,review_4300246,3,,2,4,2,,3
Hotel 140,review_285295719,3,5,5,5,4,4,4
"The Westin Copley Place, Boston",review_130299731,,,,,,,4
Embassy Suites by Hilton Boston - at Logan Airport,review_385458120,3,5,4,3,3,4,3
Boston Hotel Buckminster,review_143182771,4,5,4,4,3,3,4
"The Langham, Boston",review_208532583,3,5,5,5,5,5,5
Boston Marriott Copley Place,review_134241636,3,4,4,4,4,3,3
"The Westin Copley Place, Boston",review_365808264,,,4,5,3,,4
InterContinental Boston,review_198742946,,,,,,,5
Copley Square Hotel,review_62773935,1,4,4,1,3,2,1
The Midtown Hotel,review_320699887,3,5,3,4,3,3,3
"The Langham, Boston",review_14733468,4,5,5,5,4,,4
Residence Inn Boston Harbor on Tudor Wharf,review_380710085,,,,,,,4
"The Westin Copley Place, Boston",review_179135658,4,5,4,4,4,,4
Seaport Boston Hotel,review_250287766,4,5,5,5,5,4,5
Omni Parker House,review_177476927,4,5,5,5,5,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_174834942,4,5,5,4,5,5,5
Kimpton Onyx Hotel,review_369955797,,,,,,,4
Copley Square Hotel,review_220677818,,,,3,2,1,2
Hotel 140,review_274548775,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_274899385,,5,,,,5,4
"The Westin Copley Place, Boston",review_325310829,,5,,4,,4,4
Embassy Suites by Hilton Boston - at Logan Airport,review_430523433,4,,4,4,,,4
Hilton Boston Back Bay,review_186103347,3,4,3,3,3,4,3
Milner Hotel,review_260420756,,4,,4,,4,4
"The Langham, Boston",review_179985509,5,5,5,5,5,5,5
Revere Hotel Boston Common,review_191141772,4,5,4,4,4,4,4
Residence Inn Boston Back Bay/Fenway,review_254003660,5,,5,5,,,4
Loews Boston Hotel,review_261699605,4,4,5,5,5,5,5
Copley House,review_36851389,,,,,,,2
Lenox Hotel,review_117658865,4,,5,4,,4,5
W Boston,review_66039430,4,5,5,5,5,5,5
"The Langham, Boston",review_201183936,4,5,5,5,5,,5
"Ames Boston Hotel, Curio Collection by Hilton",review_266875137,,,,,,,2
"Fairmont Copley Plaza, Boston",review_275484608,4,,,5,,5,4
DoubleTree Suites by Hilton Boston-Cambridge,review_275357646,5,5,,5,,,5
Hotel 140,review_278981006,3,5,4,5,3,5,3
Hilton Boston Back Bay,review_403698028,,,,,,,4
Kimpton Nine Zero Hotel,review_49213002,4,5,5,5,5,,5
The Boxer Boston,review_267552010,,,5,5,,5,5
The Inn at Longwood Medical,review_164741355,4,5,5,5,5,4,4
Courtyard Boston Copley Square,review_219310702,,5,,5,,5,5
Hilton Boston Back Bay,review_292199761,3,,,5,4,,5
Lenox Hotel,review_411997378,5,,,5,,5,5
Taj Boston,review_283444543,4,5,,5,,,4
Omni Parker House,review_151915715,5,5,5,5,4,5,5
The Bostonian Boston,review_314156633,,,3,3,4,,3
The Boxer Boston,review_244205865,3,,4,5,,,4
Colonnade Hotel,review_153318247,5,5,5,5,5,5,5
Hotel Commonwealth,review_69809081,5,5,5,5,5,5,5
Hotel 140,review_190665887,5,5,5,5,3,4,4
Revere Hotel Boston Common,review_193595232,,,,,,,5
Club Quarters Hotel in Boston,review_423877217,5,5,5,4,5,5,4
Lenox Hotel,review_66474507,,,,,,,5
Kimpton Onyx Hotel,review_151879712,4,5,5,5,5,5,5
Kimpton Nine Zero Hotel,review_247329336,,,5,5,,5,5
Revere Hotel Boston Common,review_399558415,,,4,4,,3,3
Seaport Boston Hotel,review_433447478,5,5,5,5,5,5,5
The Verb Hotel,review_388522966,,,,,,,5
"Fairmont Copley Plaza, Boston",review_281114138,5,,,5,,,5
Four Seasons Hotel Boston,review_56051112,2,5,5,2,4,5,3
"Marriott Vacation Club Pulse at Custom House, Boston",review_177508188,,,,,,,4
Boston Marriott Long Wharf,review_374281730,,5,,4,,5,4
"The Westin Copley Place, Boston",review_431526941,,,,,,,5
Courtyard Boston Copley Square,review_182404815,,5,5,5,,5,5
Eliot Hotel,review_373672564,,,,,,,5
The Godfrey Hotel Boston,review_424210657,4,5,,5,,,4
Taj Boston,review_157046180,4,5,5,4,5,5,4
The Westin Boston Waterfront,review_255200773,,,,,,,4
Residence Inn Boston Back Bay/Fenway,review_396433262,,,,,,,5
W Boston,review_156156458,4,4,5,5,5,4,4
Hilton Boston Back Bay,review_139590345,4,5,5,4,4,5,4
Loews Boston Hotel,review_185050113,4,5,5,5,,5,4
Kimpton Nine Zero Hotel,review_115765539,5,,5,5,,5,5
Hotel Commonwealth,review_183812049,4,3,4,4,4,4,4
Omni Parker House,review_210445729,1,5,2,2,3,3,2
"Battery Wharf Hotel, Boston Waterfront",review_216251857,,5,5,5,,,5
Taj Boston,review_13751704,4,5,3,2,5,,2
XV Beacon,review_122162497,4,5,5,5,5,5,5
Renaissance Boston Waterfront Hotel,review_132713449,2,5,4,3,5,,3
"Fairmont Copley Plaza, Boston",review_4103789,4,,4,4,5,,4
Boston Marriott Long Wharf,review_87990908,3,5,4,3,4,3,4
The Boston Common Hotel and Conference Center,review_142751102,4,5,4,5,3,4,4
Hotel Commonwealth,review_119143094,3,5,5,5,4,3,4
W Boston,review_280890374,,,,,,,4
The Midtown Hotel,review_24026323,3,4,4,4,3,,3
InterContinental Boston,review_385985361,4,5,5,5,5,5,5
Beacon Hill Hotel and Bistro,review_145491441,3,5,4,4,5,3,4
Omni Parker House,review_120500705,5,5,5,5,5,5,5
Revere Hotel Boston Common,review_156612362,5,3,5,5,5,5,4
Boston Marriott Long Wharf,review_228586319,,,5,4,,5,5
Hotel Commonwealth,review_238991629,4,,,5,,5,5
Hyatt Regency Boston,review_124999278,5,5,5,5,5,5,5
InterContinental Boston,review_8057563,,5,5,5,5,,5
Seaport Boston Hotel,review_389627540,3,5,5,5,4,5,4
Club Quarters Hotel in Boston,review_268399347,,4,4,4,,,4
Colonnade Hotel,review_320410078,3,5,,5,,,5
Hilton Boston Logan Airport,review_242512096,,,5,5,5,,5
Boston Marriott Long Wharf,review_215395996,,,5,5,,5,4
Courtyard Boston Copley Square,review_355421475,,,,,,,5
Hotel Commonwealth,review_126680843,3,4,5,4,5,5,5
Lenox Hotel,review_432459993,,,,5,4,4,5
Courtyard Boston Copley Square,review_129533284,3,5,5,5,4,4,5
"Marriott Vacation Club Pulse at Custom House, Boston",review_195272163,5,5,5,5,4,5,5
W Boston,review_126551309,3,4,5,5,5,5,4
Hyatt Regency Boston Harbor,review_278543787,,,,,,,5
Chandler Inn,review_256522663,,5,5,5,,,5
Hilton Boston Back Bay,review_16285219,4,4,4,,4,,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_200663159,4,3,5,5,5,5,4
Hyatt Regency Boston Harbor,review_131712189,4,5,5,5,5,5,4
Kimpton Onyx Hotel,review_343798550,,,5,5,5,,5
XV Beacon,review_201561720,5,5,5,5,5,5,5
Lenox Hotel,review_115667679,,,,,,,5
Revere Hotel Boston Common,review_172131592,5,5,5,5,5,5,5
The Bostonian Boston,review_119742776,4,4,5,5,5,5,4
Renaissance Boston Waterfront Hotel,review_284655134,5,5,,5,,,5
"The Ritz-Carlton, Boston",review_142404845,5,5,5,5,5,5,5
Copley Square Hotel,review_57407694,5,5,5,5,5,5,5
Hyatt Regency Boston,review_243805770,4,5,5,5,5,5,5
Omni Parker House,review_25209556,5,5,5,5,4,,5
"The Westin Copley Place, Boston",review_162956611,4,5,5,5,5,5,5
Four Seasons Hotel Boston,review_143868306,4,5,5,5,4,4,5
Kimpton Nine Zero Hotel,review_124063854,5,5,5,5,5,,5
The Westin Boston Waterfront,review_12532917,5,5,5,5,5,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_299412977,3,2,4,3,3,3,3
Kimpton Nine Zero Hotel,review_110050918,4,5,5,4,4,4,4
"The Westin Copley Place, Boston",review_407789230,,,5,3,,5,3
Hyatt Regency Boston Harbor,review_250936876,3,4,4,4,3,,4
Lenox Hotel,review_111653311,5,,5,5,,4,5
Hilton Boston Back Bay,review_53045120,4,5,5,5,5,,5
Kimpton Onyx Hotel,review_400507064,,5,,5,,5,5
DoubleTree Suites by Hilton Boston-Cambridge,review_229862032,,,,,,,5
Holiday Inn Express Hotel & Suites Boston Garden,review_128562576,4,4,4,3,3,5,4
Lenox Hotel,review_79873653,5,5,5,5,5,5,5
Renaissance Boston Waterfront Hotel,review_120362381,3,4,4,5,3,3,3
Lenox Hotel,review_115068342,4,4,4,5,3,,4
"Mandarin Oriental, Boston",review_374080487,,5,5,5,,,5
The Boxer Boston,review_326893237,5,5,,5,,,5
Courtyard Boston Copley Square,review_367788556,4,5,,5,,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_391235256,3,5,4,4,4,4,4
Residence Inn Boston Harbor on Tudor Wharf,review_236273410,,,,,,,5
W Boston,review_161444850,,,,,,,5
Boston Marriott Copley Place,review_147551018,5,5,5,5,5,5,5
Taj Boston,review_21446322,4,5,2,2,3,,3
Loews Boston Hotel,review_164702345,5,5,5,5,4,,5
Omni Parker House,review_125854971,4,5,5,4,4,5,4
Courtyard Boston Copley Square,review_324952962,3,,4,4,,,4
Hilton Boston Downtown / Faneuil Hall,review_224049873,1,,,3,,1,1
Four Seasons Hotel Boston,review_126434921,5,5,5,5,5,5,5
XV Beacon,review_327453537,3,5,,4,,,4
Loews Boston Hotel,review_390989844,,5,,5,,5,5
BEST WESTERN PLUS Roundhouse Suites,review_268965916,,,,,,,4
Kimpton Onyx Hotel,review_231683223,3,,5,5,,,4
"Marriott Vacation Club Pulse at Custom House, Boston",review_80131417,4,5,5,5,5,2,4
"The Langham, Boston",review_88025191,4,5,5,5,5,4,5
Copley Square Hotel,review_400624908,,,,,,,5
Omni Parker House,review_3663615,,,,,,,4
Seaport Boston Hotel,review_328928197,5,5,5,5,4,5,5
Hotel Commonwealth,review_185195454,4,5,4,5,4,4,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_376629626,5,5,5,5,5,5,5
"Marriott Vacation Club Pulse at Custom House, Boston",review_259858090,5,,,5,5,,5
Renaissance Boston Waterfront Hotel,review_409591039,3,,,2,4,,3
The Midtown Hotel,review_285551624,5,5,5,5,5,5,5
The Bostonian Boston,review_65271348,3,4,4,4,3,2,3
Newbury Guest House,review_172843504,4,4,4,5,4,4,4
The Inn At St Botolph,review_116218031,5,,3,5,,5,5
The Westin Boston Waterfront,review_216677437,,3,,,4,,4
"Marriott Vacation Club Pulse at Custom House, Boston",review_274225797,,5,5,5,,,5
Embassy Suites by Hilton Boston - at Logan Airport,review_414671903,4,5,5,4,5,5,4
"Mandarin Oriental, Boston",review_35973184,5,5,5,5,5,,5
Kimpton Nine Zero Hotel,review_139910009,5,5,5,5,5,5,5
Hilton Boston Logan Airport,review_247118929,5,5,5,5,5,5,5
Revere Hotel Boston Common,review_247644119,5,,5,5,,,5
Omni Parker House,review_23139627,4,5,5,5,4,,4
The Midtown Hotel,review_60477995,3,4,2,3,2,2,2
Hotel Commonwealth,review_128621985,4,5,5,5,5,5,5
Colonnade Hotel,review_351292779,,,5,5,5,,4
W Boston,review_350901662,,,,,,,5
Omni Parker House,review_310759076,,,,4,3,4,3
Colonnade Hotel,review_351018544,,4,,3,2,,3
Renaissance Boston Waterfront Hotel,review_49489593,5,5,5,5,5,,5
Courtyard Boston Copley Square,review_274291786,,,4,5,,5,4
Hyatt Regency Boston Harbor,review_122154753,3,4,4,4,2,5,2
Omni Parker House,review_92232791,4,5,5,5,3,5,5
Hilton Boston Back Bay,review_179708680,4,5,4,4,4,5,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_74391735,1,1,4,3,3,5,3
Wyndham Boston Beacon Hill,review_261543028,5,5,5,5,4,4,5
Omni Parker House,review_125964786,4,,,5,,,5
Boston Harbor Hotel,review_215935691,1,,,1,,,1
"The Westin Copley Place, Boston",review_139950776,4,5,5,5,5,5,5
Lenox Hotel,review_261933975,,,,,,,5
"The Westin Copley Place, Boston",review_237767551,,,5,5,,5,5
InterContinental Boston,review_393374208,,,,,,,5
Kimpton Onyx Hotel,review_118072460,5,4,,5,4,,5
Lenox Hotel,review_76108255,5,5,5,5,5,5,5
Wyndham Boston Beacon Hill,review_209704982,3,4,2,4,3,2,3
"The Westin Copley Place, Boston",review_169970433,,,,,,,1
Harborside Inn,review_56887117,5,5,5,4,5,5,5
Kimpton Nine Zero Hotel,review_142237376,5,5,5,5,5,5,5
Hilton Boston Logan Airport,review_135424069,4,5,5,4,4,5,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_394248095,5,5,5,5,5,5,5
Constitution Inn,review_139944304,5,5,4,5,3,3,4
The Godfrey Hotel Boston,review_372331900,5,5,5,5,5,5,5
The Westin Boston Waterfront,review_219316137,,5,,5,4,,4
Hotel 140,review_265655028,4,4,4,5,3,3,4
Kimpton Nine Zero Hotel,review_187628958,3,4,4,5,3,4,4
Hyatt Regency Boston Harbor,review_324496055,4,,,5,,4,4
Wyndham Boston Beacon Hill,review_299929550,4,,,4,4,,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_379083762,1,2,2,3,2,2,2
The Verb Hotel,review_221563747,4,5,,5,,,5
Boston Marriott Long Wharf,review_4742986,3,,5,4,4,,4
Boston Marriott Copley Place,review_225792864,,,4,4,4,,4
"Fairmont Copley Plaza, Boston",review_162618553,2,,4,1,4,4,3
Boston Marriott Copley Place,review_216820406,,,,5,4,4,4
Lenox Hotel,review_179734973,4,5,5,5,5,5,5
The Verb Hotel,review_330745630,,,,,,,5
Loews Boston Hotel,review_153099345,4,4,4,4,4,3,4
Hampton Inn & Suites Boston Crosstown Center,review_278908297,5,5,5,5,5,5,5
Seaport Boston Hotel,review_176036826,5,5,5,5,5,,5
The Westin Boston Waterfront,review_7553193,,,,,,,2
Eliot Hotel,review_116985833,4,,5,5,,5,5
Colonnade Hotel,review_146240565,5,5,5,5,5,5,5
Holiday Inn Express Boston,review_348808028,,,5,5,4,,4
The Inn at Longwood Medical,review_289320076,5,,,5,4,,5
Boston Marriott Copley Place,review_12077510,5,5,5,4,4,,4
Boston Park Plaza,review_376504123,2,,,4,,4,4
Hotel Commonwealth,review_118431111,5,5,5,5,,5,5
Taj Boston,review_405705789,2,,2,3,,,2
"The Westin Copley Place, Boston",review_183059747,5,5,5,5,5,5,5
"Ames Boston Hotel, Curio Collection by Hilton",review_64087362,5,5,5,5,5,5,5
InterContinental Boston,review_170138275,4,5,5,5,4,5,4
Lenox Hotel,review_16992653,5,5,5,5,5,,5
Copley Square Hotel,review_127594002,4,5,4,5,5,4,5
Club Quarters Hotel in Boston,review_351600893,,,,,,,5
Omni Parker House,review_304192382,,,4,4,4,,4
The Midtown Hotel,review_206227555,3,4,2,3,3,3,3
Four Seasons Hotel Boston,review_137569619,,,,,,,5
InterContinental Boston,review_133890888,5,5,5,5,5,5,5
Hotel Commonwealth,review_273218062,,4,,4,5,,5
Loews Boston Hotel,review_213083361,5,5,5,5,5,5,5
